6d420c983dc4ad2cffb51f647c4361dd,116.638,39.906,1704038735,20240101000535,2024-01-01 00:05:35
6d420c983dc4ad2cffb51f647c4361dd,116.644,39.906,1704039278,20240101001438,2024-01-01 00:14:38
6d420c983dc4ad2cffb51f647c4361dd,116.644,39.91,1704039570,20240101001930,2024-01-01 00:19:30
6d420c983dc4ad2cffb51f647c4361dd,116.636,39.906,1704039945,20240101002545,2024-01-01 00:25:45
6d420c983dc4ad2cffb51f647c4361dd,116.576,39.912,1704040201,20240101003001,2024-01-01 00:30:01
6d420c983dc4ad2cffb51f647c4361dd,116.55,39.892,1704040502,20240101003502,2024-01-01 00:35:02
6d420c983dc4ad2cffb51f647c4361dd,116.522,39.83,1704040807,20240101004007,2024-01-01 00:40:07
6d420c983dc4ad2cffb51f647c4361dd,116.464,39.792,1704041087,20240101004447,2024-01-01 00:44:47
6d420c983dc4ad2cffb51f647c4361dd,116.392,39.756,1704041414,20240101005014,2024-01-01 00:50:14
6d420c983dc4ad2cffb51f647c4361dd,116.328,39.78,1704041709,20240101005509,2024-01-01 00:55:09
6d420c983dc4ad2cffb51f647c4361dd,116.316,39.796,1704042023,20240101010023,2024-01-01 01:00:23
6d420c983dc4ad2cffb51f647c4361dd,116.31,39.816,1704042353,20240101010553,2024-01-01 01:05:53
6d420c983dc4ad2cffb51f647c4361dd,116.318,39.836,1704042573,20240101010933,2024-01-01 01:09:33
6d420c983dc4ad2cffb51f647c4361dd,116.412,39.834,1704042978,20240101011618,2024-01-01 01:16:18
6d420c983dc4ad2cffb51f647c4361dd,116.46,39.834,1704043171,20240101011931,2024-01-01 01:19:31
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.886,1704043642,20240101012722,2024-01-01 01:27:22
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704044153,20240101013553,2024-01-01 01:35:53
6d420c983dc4ad2cffb51f647c4361dd,116.496,39.89,1704045751,20240101020231,2024-01-01 02:02:31
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704046131,20240101020851,2024-01-01 02:08:51
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704059837,20240101055717,2024-01-01 05:57:17
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704059872,20240101055752,2024-01-01 05:57:52
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704061333,20240101062213,2024-01-01 06:22:13
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704061669,20240101062749,2024-01-01 06:27:49
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.886,1704062279,20240101063759,2024-01-01 06:37:59
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704062561,20240101064241,2024-01-01 06:42:41
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704066278,20240101074438,2024-01-01 07:44:38
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704067315,20240101080155,2024-01-01 08:01:55
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704067624,20240101080704,2024-01-01 08:07:04
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704067908,20240101081148,2024-01-01 08:11:48
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.886,1704071423,20240101091023,2024-01-01 09:10:23
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704074663,20240101100423,2024-01-01 10:04:23
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704075998,20240101102638,2024-01-01 10:26:38
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704076005,20240101102645,2024-01-01 10:26:45
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704077747,20240101105547,2024-01-01 10:55:47
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704078092,20240101110132,2024-01-01 11:01:32
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.888,1704080581,20240101114301,2024-01-01 11:43:01
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.884,1704081567,20240101115927,2024-01-01 11:59:27
6d420c983dc4ad2cffb51f647c4361dd,116.496,39.89,1704086438,20240101132038,2024-01-01 13:20:38
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.886,1704089228,20240101140708,2024-01-01 14:07:08
6d420c983dc4ad2cffb51f647c4361dd,116.518,39.892,1704089691,20240101141451,2024-01-01 14:14:51
6d420c983dc4ad2cffb51f647c4361dd,116.548,39.866,1704089957,20240101141917,2024-01-01 14:19:17
6d420c983dc4ad2cffb51f647c4361dd,116.59,39.818,1704090313,20240101142513,2024-01-01 14:25:13
6d420c983dc4ad2cffb51f647c4361dd,116.644,39.778,1704090586,20240101142946,2024-01-01 14:29:46
6d420c983dc4ad2cffb51f647c4361dd,116.832,39.622,1704091150,20240101143910,2024-01-01 14:39:10
6d420c983dc4ad2cffb51f647c4361dd,116.826,39.634,1704124076,20240101234756,2024-01-01 23:47:56
6d420c983dc4ad2cffb51f647c4361dd,116.796,39.652,1704124390,20240101235310,2024-01-01 23:53:10
6d420c983dc4ad2cffb51f647c4361dd,116.776,39.668,1704124470,20240101235430,2024-01-01 23:54:30
6d420c983dc4ad2cffb51f647c4361dd,116.718,39.722,1704124780,20240101235940,2024-01-01 23:59:40
6d420c983dc4ad2cffb51f647c4361dd,116.644,39.778,1704125103,20240102000503,2024-01-02 00:05:03
6d420c983dc4ad2cffb51f647c4361dd,116.582,39.824,1704125354,20240102000914,2024-01-02 00:09:14
6d420c983dc4ad2cffb51f647c4361dd,116.508,39.838,1704125747,20240102001547,2024-01-02 00:15:47
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.828,1704126129,20240102002209,2024-01-02 00:22:09
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704126779,20240102003259,2024-01-02 00:32:59
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704127427,20240102004347,2024-01-02 00:43:47
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704129758,20240102012238,2024-01-02 01:22:38
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704130139,20240102012859,2024-01-02 01:28:59
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704130711,20240102013831,2024-01-02 01:38:31
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704133140,20240102021900,2024-01-02 02:19:00
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704155198,20240102082638,2024-01-02 08:26:38
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704159651,20240102094051,2024-01-02 09:40:51
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704161046,20240102100406,2024-01-02 10:04:06
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704164831,20240102110711,2024-01-02 11:07:11
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704165463,20240102111743,2024-01-02 11:17:43
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704166136,20240102112856,2024-01-02 11:28:56
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704166369,20240102113249,2024-01-02 11:32:49
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704169161,20240102121921,2024-01-02 12:19:21
6d420c983dc4ad2cffb51f647c4361dd,116.49,39.82,1704169342,20240102122222,2024-01-02 12:22:22
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704171694,20240102130134,2024-01-02 13:01:34
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704172280,20240102131120,2024-01-02 13:11:20
6d420c983dc4ad2cffb51f647c4361dd,116.49,39.82,1704173208,20240102132648,2024-01-02 13:26:48
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704173223,20240102132703,2024-01-02 13:27:03
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704177005,20240102143005,2024-01-02 14:30:05
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704177679,20240102144119,2024-01-02 14:41:19
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704179224,20240102150704,2024-01-02 15:07:04
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704180308,20240102152508,2024-01-02 15:25:08
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704182780,20240102160620,2024-01-02 16:06:20
6d420c983dc4ad2cffb51f647c4361dd,116.51,39.826,1704183100,20240102161140,2024-01-02 16:11:40
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704184759,20240102163919,2024-01-02 16:39:19
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.83,1704186680,20240102171120,2024-01-02 17:11:20
6d420c983dc4ad2cffb51f647c4361dd,116.498,39.826,1704187254,20240102172054,2024-01-02 17:20:54
6d420c983dc4ad2cffb51f647c4361dd,116.506,39.828,1704187496,20240102172456,2024-01-02 17:24:56
6d420c983dc4ad2cffb51f647c4361dd,116.504,39.828,1704187921,20240102173201,2024-01-02 17:32:01
6d420c983dc4ad2cffb51f647c4361dd,116.496,39.838,1704188181,20240102173621,2024-01-02 17:36:21
6d420c983dc4ad2cffb51f647c4361dd,116.484,39.838,1704188587,20240102174307,2024-01-02 17:43:07
6d420c983dc4ad2cffb51f647c4361dd,116.486,39.858,1704188771,20240102174611,2024-01-02 17:46:11
6d420c983dc4ad2cffb51f647c4361dd,116.494,39.87,1704188995,20240102174955,2024-01-02 17:49:55
6d420c983dc4ad2cffb51f647c4361dd,116.478,39.88,1704189303,20240102175503,2024-01-02 17:55:03
6d420c983dc4ad2cffb51f647c4361dd,116.486,39.888,1704189728,20240102180208,2024-01-02 18:02:08
6d420c983dc4ad2cffb51f647c4361dd,116.484,39.888,1704190054,20240102180734,2024-01-02 18:07:34
6d420c983dc4ad2cffb51f647c4361dd,116.488,39.89,1704190175,20240102180935,2024-01-02 18:09:35
